,Restaurant,Latitude,Longitude,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Cook_Time
257,ID_1427,39.30066639,-85.98493865,"Italian, Fast Food",20.0,50.0,3.7,101.0,29.0,45
258,ID_534,39.59094786,-85.71158244,North Indian,15.0,50.0,4.1,144.0,33.0,30
259,ID_5511,39.69496741,-85.94624143,North Indian,10.0,50.0,3.5,49.0,7.0,30
260,ID_5405,39.47932741,-85.97100748,"Desserts, Bakery",15.0,50.0,3.5,20.0,16.0,30
261,ID_1004,39.41700395,-85.14852065,"Fast Food, Sandwich",10.0,50.0,3.0,4.0,1.0,30
262,ID_6107,39.18820669,-85.66876661,"Italian, Lebanese, North Indian",15.0,50.0,3.2,15.0,7.0,30
263,ID_7260,39.33500305,-85.15778878,"North Indian, Mughlai, Beverages",15.0,50.0,,,,30
264,ID_4625,39.81481863,-85.30611169,"North Eastern, Momos, Fast Food, Beverages, Tibetan",10.0,50.0,2.9,,,30
265,ID_4593,39.85851875,-85.32829146,"Chinese, Mughlai, North Indian, Seafood, Biryani",20.0,50.0,3.8,426.0,196.0,45
266,ID_4031,39.99853621,-85.23294933,Ice Cream,10.0,50.0,4.0,61.0,40.0,30
267,ID_6013,39.29149882,-85.57633818,"Cafe, Spanish, Italian, Mexican, Salad, Juices",25.0,50.0,4.1,1307.0,794.0,45
268,ID_2862,39.228725,-85.14755236,Salad,15.0,50.0,3.7,26.0,10.0,30
269,ID_6448,39.32222282,-85.23504733,"Chinese, North Indian, Mughlai",25.0,50.0,3.1,9.0,1.0,30
270,ID_3752,39.65543407,-85.53185527,"North Indian, South Indian",20.0,99.0,3.2,7.0,2.0,65
271,ID_4189,39.63530201,-85.07667939,"South Indian, Fast Food",10.0,50.0,,,,30
272,ID_826,39.43883198,-85.34951142,"Chinese, Sushi, Asian, Thai",65.0,50.0,4.4,925.0,589.0,30
273,ID_7754,39.89207084,-85.65340736,"South Indian, North Indian, Chinese",15.0,50.0,3.3,24.0,8.0,30
274,ID_1429,39.78803292,-85.65571757,"North Indian, Rolls, Lebanese",25.0,50.0,3.4,40.0,7.0,45
275,ID_342,39.79211376,-85.63726724,South Indian,10.0,50.0,3.6,33.0,8.0,30
276,ID_7497,39.47538445,-85.16476607,Maharashtrian,10.0,0.0,3.3,12.0,1.0,30
277,ID_7057,39.07375864,-85.20642875,"North Indian, Chinese",30.0,0.0,3.6,102.0,48.0,45
278,ID_5097,39.19748469,-85.52119473,"Chinese, North Indian",15.0,50.0,3.7,53.0,18.0,30
279,ID_744,39.18538153,-85.89000925,"North Indian, South Indian, Chinese",20.0,50.0,3.4,47.0,6.0,65
280,ID_3755,39.71396508,-85.40157626,"Continental, Pizza, Italian",25.0,50.0,3.9,297.0,145.0,45
281,ID_4202,39.94290669,-85.58778419,"Parsi, Bakery",20.0,50.0,4.0,4335.0,2363.0,30
282,ID_7319,39.75914439,-85.5715014,"North Indian, Chinese, Fast Food",60.0,50.0,3.9,750.0,536.0,30
283,ID_5592,39.37831014,-85.47400096,Beverages,10.0,50.0,3.6,11.0,4.0,45
284,ID_6055,39.04246634,-85.36326358,Fast Food,10.0,50.0,3.8,110.0,53.0,30
285,ID_5299,39.38745728,-85.9230575,"Fast Food, Pizza, North Indian, Momos",20.0,50.0,4.1,479.0,247.0,45
286,ID_4237,39.28978639,-85.91211278,North Indian,10.0,50.0,3.3,15.0,1.0,30
287,ID_5908,39.22160845,-85.03011555,North Indian,20.0,50.0,2.4,19.0,11.0,30
288,ID_7532,39.32816012,-85.06343494,"Bakery, Desserts, Mithai",20.0,50.0,,,,30
289,ID_1637,39.96859931,-85.7242696,Fast Food,15.0,50.0,3.8,112.0,37.0,45
290,ID_3921,39.00170366,-85.33781519,"Mughlai, North Indian, Kebab, Rolls",35.0,50.0,3.6,67.0,11.0,30
291,ID_8013,39.66209527,-85.70482318,"North Indian, Chinese",35.0,50.0,3.6,34.0,18.0,30
292,ID_7271,39.39997902,-85.01912514,South Indian,5.0,50.0,3.1,98.0,10.0,30
293,ID_7269,39.68666935,-85.09517897,North Indian,10.0,50.0,4.2,236.0,72.0,45
294,ID_8281,39.45951884,-85.21495581,"Street Food, Fast Food, North Indian",15.0,50.0,2.9,8.0,5.0,45
295,ID_5063,39.95076802,-85.06098522,"Bakery, Desserts, Fast Food",20.0,50.0,3.5,32.0,10.0,30
296,ID_7501,39.25445751,-85.45180140000001,"North Indian, South Indian",20.0,50.0,2.9,4.0,3.0,30
297,ID_1555,39.87506513,-85.98275154,"North Indian, Continental, Chinese, Juices",10.0,50.0,3.4,25.0,20.0,30
298,ID_2301,39.21409683,-85.74466086,"Pizza, Fast Food",20.0,0.0,3.6,277.0,89.0,30
299,ID_465,39.25114194,-85.6854691,North Indian,25.0,50.0,3.1,5.0,,30
300,ID_8478,39.73728616,-85.02648112,Chinese,20.0,50.0,3.4,25.0,17.0,30
301,ID_7301,39.6175831,-85.31073351,"North Indian, Chinese, South Indian, Fast Food",20.0,50.0,2.6,123.0,49.0,45
302,ID_4152,39.93601165,-85.46817658,"Fast Food, Beverages",10.0,50.0,,,,45
303,ID_4850,39.35218735,-85.31889385,"Arabian, North Indian, Biryani, Chinese, Seafood",35.0,50.0,2.9,839.0,245.0,45
304,ID_7067,39.17640413,-85.44935425,South Indian,10.0,50.0,3.5,237.0,2.0,45
305,ID_4124,39.78508728,-85.78103744,Desserts,10.0,50.0,,,,30
306,ID_1543,39.83607267,-85.57148741,"North Indian, Chinese",10.0,50.0,3.4,29.0,23.0,65
307,ID_1153,39.07233327,-85.12281103,"Burger, Fast Food",15.0,50.0,3.6,374.0,87.0,45
308,ID_2292,39.71061379,-85.83734799,"Fast Food, Pizza",20.0,50.0,3.3,32.0,3.0,45
309,ID_6000,39.29318641,-85.41979887,North Indian,10.0,50.0,,,,30
310,ID_2718,39.33913999,-85.71826807,"North Indian, Chinese, Seafood",50.0,99.0,3.1,46.0,32.0,30
311,ID_6711,39.79836949,-85.21400447,"South Indian, Chinese",10.0,50.0,2.9,43.0,15.0,30
312,ID_4406,39.38982249,-85.10113981,"North Indian, Sandwich, Desserts, Beverages, Continental, Chinese, Biryani, Mughlai",20.0,50.0,3.9,59.0,31.0,30
313,ID_3969,39.66957622,-85.06094316,"Beverages, Desserts, Ice Cream",20.0,99.0,3.7,246.0,83.0,30
314,ID_4393,39.34153496,-85.77153626,"Mughlai, North Indian",15.0,50.0,3.6,36.0,12.0,30
315,ID_2172,39.47897098,-85.41623320000001,"North Indian, Mughlai, Chinese",20.0,50.0,3.6,87.0,28.0,65
316,ID_7644,39.2561611,-85.94916236,"Chinese, North Indian",25.0,99.0,,,,45
317,ID_8275,39.18399311,-85.65205697,"South Indian, Chinese",10.0,50.0,4.0,62.0,32.0,30
318,ID_7115,39.39723797,-85.65190984,"South Indian, North Indian, Chinese, Biryani",30.0,50.0,4.0,201.0,54.0,45
319,ID_4793,39.51701188,-85.20988733,Sandwich,10.0,50.0,3.5,44.0,4.0,45
320,ID_2034,39.28776591,-85.81400006,"Biryani, Fast Food",10.0,50.0,3.4,15.0,4.0,30
321,ID_8367,39.70914775,-85.51966766,"North Indian, Chinese",20.0,50.0,3.0,129.0,42.0,65
322,ID_4997,39.52678408,-85.35134026,"North Indian, Mughlai",20.0,99.0,3.2,37.0,7.0,65
323,ID_3755,39.86450363,-85.7229686,"Continental, Pizza, Italian",25.0,50.0,3.9,297.0,145.0,45
324,ID_6027,39.63033962,-85.63975763,Fast Food,15.0,50.0,,,,30
325,ID_383,39.12616786,-85.10833361,"Fast Food, Healthy Food",25.0,50.0,4.7,707.0,453.0,30
326,ID_5663,39.48912429,-85.68533609999999,"Fast Food, Chinese",10.0,50.0,3.7,62.0,22.0,30
327,ID_7564,39.60343889,-85.45526086,"Biryani, North Indian",15.0,50.0,,,,30
328,ID_3157,39.65618287,-85.61719979,North Indian,15.0,50.0,,,,30
329,ID_1475,39.57072539,-85.76075104,"Cafe, Tea, Street Food",20.0,50.0,4.3,534.0,318.0,30
330,ID_4039,39.27303711,-85.08503007,"Chinese, Thai",20.0,99.0,4.1,258.0,99.0,45
331,ID_2426,39.87560206,-85.17171317,Fast Food,10.0,50.0,,,,30
332,ID_4881,39.99126616,-85.66068657,Juices,5.0,50.0,3.2,5.0,2.0,30
333,ID_939,39.04901858,-85.49079864,"Biryani, North Indian, Chinese, Andhra, South Indian",30.0,50.0,4.3,313.0,205.0,30
334,ID_5708,39.81304992,-85.42187479,"Pizza, Fast Food",30.0,50.0,3.7,530.0,165.0,45
335,ID_1947,39.09298213,-85.6731666,"Bar Food, North Indian, Italian, Continental",55.0,50.0,4.3,3394.0,1845.0,30
336,ID_4345,39.28661169,-85.72551931,"North Indian, Chinese, Italian, Finger Food, American",80.0,99.0,4.4,1102.0,766.0,30
337,ID_5984,39.04746565,-85.7277536,North Indian,10.0,50.0,2.9,37.0,16.0,30
338,ID_3182,39.43627222,-85.20085538,"Biryani, Mughlai, North Indian, Chinese",20.0,50.0,3.1,25.0,9.0,30
339,ID_4379,39.56771598,-85.55134528,"Fast Food, Biryani, North Indian",20.0,50.0,,,,30
340,ID_8089,39.22202222,-85.54977349,"North Indian, Chinese, Thai, European, Italian",65.0,50.0,3.6,186.0,114.0,30
341,ID_4120,39.71963649,-85.88667315,"Konkan, Maharashtrian",15.0,50.0,3.0,6.0,3.0,30
342,ID_2083,39.44914852,-85.03035907,"Cafe, Beverages, Fast Food, Desserts",25.0,50.0,3.5,158.0,44.0,65
343,ID_4065,39.02757128,-85.03500852,Cafe,10.0,50.0,,,,30
344,ID_7341,39.64177255,-85.18178309,"Odia, Bengali, Salad, North Indian",10.0,50.0,3.8,51.0,34.0,30
345,ID_911,39.01152496,-85.89082641,Biryani,20.0,50.0,,,,30
346,ID_6086,39.31640782,-85.19722667,South Indian,10.0,99.0,3.5,150.0,15.0,45
347,ID_1796,39.47720883,-85.54306609,"Cafe, Beverages, Bakery",20.0,50.0,3.7,126.0,51.0,30
348,ID_7915,39.87018932,-85.9886582,"Italian, Pizza, Burger",20.0,50.0,3.8,78.0,44.0,30
349,ID_7295,39.28216925,-85.57156245,"Bakery, Desserts, Ice Cream",15.0,50.0,3.9,76.0,22.0,45
350,ID_7969,39.66493632,-85.55721477,"North Indian, Chinese",15.0,50.0,3.3,16.0,10.0,65
351,ID_5222,39.4365031,-85.45082555,North Indian,10.0,50.0,,,,30
352,ID_8023,39.55911053,-85.67472657,"North Indian, Fast Food",20.0,50.0,3.7,575.0,104.0,45
353,ID_8450,39.69857379,-85.1704183,Desserts,15.0,50.0,4.2,192.0,110.0,30
354,ID_2407,39.49824866,-85.50909696,"North Indian, Chinese, Fast Food",20.0,50.0,3.5,29.0,17.0,30
355,ID_5193,39.72214462,-85.3587474,"Desserts, Beverages",10.0,50.0,4.0,157.0,83.0,30
356,ID_4885,39.86792216,-85.76785474,"Ice Cream, Desserts",20.0,50.0,4.0,160.0,83.0,30
357,ID_4625,39.97988437,-85.25419372,"Fast Food, North Eastern, Momos",10.0,50.0,2.7,6.0,5.0,30
358,ID_7913,39.73752476,-85.01057713,Pizza,15.0,50.0,3.5,4.0,1.0,30
359,ID_7627,39.28173315,-85.21716048,"North Indian, Chinese",30.0,50.0,3.3,69.0,26.0,30
360,ID_969,39.82742102,-85.92881106,Rolls,10.0,50.0,3.4,14.0,8.0,45
361,ID_188,39.82921889,-85.85559494,"North Indian, Mughlai",15.0,50.0,2.8,,,30
362,ID_4244,39.64936625,-85.88453351,Tibetan,10.0,50.0,4.0,126.0,53.0,30
363,ID_1862,39.49941461,-85.1990849,"North Indian, Chinese",30.0,50.0,4.3,1141.0,478.0,30
364,ID_367,39.02206693,-85.73066999,Fast Food,10.0,99.0,3.3,12.0,1.0,30
365,ID_2063,39.4805224,-85.37040979,"North Indian, Fast Food",10.0,50.0,2.7,22.0,4.0,45
366,ID_4518,39.77296983,-85.0654033,"Fast Food, Sandwich",15.0,50.0,4.0,107.0,32.0,30
367,ID_6699,39.44796947,-85.03570176,Beverages,10.0,50.0,4.1,139.0,70.0,30
368,ID_4776,39.61511237,-85.07848128,Fast Food,10.0,50.0,,,,30
369,ID_5461,39.12455123,-85.04351541,Paan,5.0,50.0,,,,30
370,ID_8595,39.29544370000001,-85.03671897,Ice Cream,10.0,50.0,,,,30
371,ID_444,39.44181699,-85.75174607,North Indian,10.0,50.0,3.5,22.0,13.0,30
372,ID_921,39.74651746,-85.05831585,"Biryani, North Indian",20.0,50.0,3.8,58.0,45.0,20
373,ID_7134,39.32572191,-85.72901913,"Biryani, Kebab",10.0,50.0,3.7,14.0,3.0,30
374,ID_2973,39.66719993,-85.25229685,"Street Food, North Indian, Mithai",20.0,50.0,4.1,113.0,41.0,30
375,ID_18,39.21515301,-85.56410295,"Pizza, Italian, Beverages",40.0,50.0,4.5,366.0,232.0,45
376,ID_7066,39.52941274,-85.01017321,"Beverages, Desserts, Juices",10.0,50.0,4.1,237.0,95.0,45
377,ID_1079,39.22352652,-85.68200833,"North Indian, Continental, Asian, Pizza",50.0,50.0,4.1,643.0,435.0,65
378,ID_7959,39.68752343,-85.72449055,North Indian,20.0,99.0,3.4,37.0,14.0,30
379,ID_7080,39.68017134,-85.09836428,"Juices, Beverages",5.0,50.0,3.4,9.0,1.0,30
380,ID_6227,39.99646348,-85.21817949,Rolls,10.0,50.0,,,,30
381,ID_6788,39.01897834,-85.7398484,South Indian,10.0,50.0,2.8,6.0,2.0,30
382,ID_1015,39.57522387,-85.12147779,"Continental, Desserts, Beverages, Sandwich",20.0,50.0,3.2,19.0,10.0,30
383,ID_1966,39.85114564,-85.14987997,"North Indian, Chinese",40.0,50.0,3.4,76.0,40.0,65
384,ID_1848,39.04947154,-85.45540042,"Desserts, Ice Cream",20.0,50.0,4.0,65.0,39.0,30
385,ID_4973,39.73446475,-85.64148567,"Salad, European, Steak, Healthy Food, Beverages, Finger Food",55.0,50.0,4.2,1319.0,659.0,45
386,ID_7547,39.4033025,-85.16559239,"Ice Cream, Paan, Desserts",15.0,50.0,3.9,50.0,26.0,30
387,ID_4674,39.8018401,-85.88402487,"North Indian, Chinese",25.0,50.0,3.5,179.0,53.0,45
388,ID_1270,39.77772348,-85.718537,"North Indian, South Indian",15.0,50.0,,,,30
389,ID_8012,39.04284326,-85.08622207,Desserts,15.0,50.0,3.7,,,30
390,ID_2880,39.07329144,-85.3849616,"Chinese, Biryani",15.0,50.0,,,,30
391,ID_1432,39.45362531,-85.44007376,"Cafe, Chinese, Italian",30.0,99.0,4.1,803.0,554.0,45
392,ID_7377,39.05182192,-85.09272427,"Fast Food, Sandwich",10.0,50.0,3.8,26.0,6.0,45
393,ID_8518,39.49317728,-85.55726855,"Wraps, Fast Food",15.0,50.0,,,,30
394,ID_4601,39.22728852,-85.5414426,"Lebanese, North Indian, Mediterranean, Biryani, Rolls, Fast Food",20.0,50.0,3.6,785.0,399.0,45
395,ID_1752,39.59609849,-85.13215206,"Street Food, Desserts",10.0,50.0,,,,30
396,ID_8657,39.16015723,-85.55411813,"Continental, Italian, North Indian, Chinese",20.0,50.0,3.8,286.0,77.0,30
397,ID_8033,39.96699195,-85.72139262,"Continental, North Indian, Mughlai, Chinese, Italian",30.0,50.0,4.0,267.0,165.0,30
398,ID_408,39.95020159,-85.75830315,"Biryani, North Indian, Maharashtrian",15.0,50.0,,,,30
399,ID_1140,39.5501073,-85.42636579,"American, Fast Food",20.0,50.0,3.8,80.0,27.0,30
400,ID_1706,39.9637102,-85.55116852,Chinese,15.0,50.0,3.1,4.0,,30
401,ID_6776,39.51442335,-85.77487629999999,"North Indian, South Indian, Chinese",20.0,50.0,3.4,27.0,10.0,30
402,ID_6003,39.83568879,-85.87036944,"Fast Food, Beverages",10.0,50.0,,,,30
403,ID_1016,39.40952448,-85.13526278,Fast Food,15.0,50.0,,,,30
404,ID_8460,39.68745139,-85.45371294,"Mediterranean, European, Continental",40.0,50.0,4.3,124.0,88.0,30
405,ID_2033,39.13094532,-85.31770756,"North Indian, Chinese",20.0,50.0,3.4,17.0,4.0,45
406,ID_5847,39.75454947,-85.3204186,"Chinese, Mughlai",25.0,50.0,,,,30
407,ID_397,39.19895569,-85.62737965,"Andhra, Biryani, Chinese",15.0,50.0,,,,30
408,ID_1353,39.79974658,-85.25667241,Bakery,15.0,50.0,3.7,21.0,20.0,30
409,ID_3451,39.12285967,-85.87525294,"Chinese, North Indian",20.0,50.0,3.5,110.0,35.0,45
410,ID_195,39.97895143,-85.64720711,"Mughlai, North Indian, Chinese, Seafood",15.0,50.0,4.0,1210.0,503.0,45
411,ID_4672,39.90084667,-85.70412959,"Chinese, North Indian",15.0,50.0,2.5,17.0,5.0,30
412,ID_8101,39.37572895,-85.54640524,"Fast Food, Italian",20.0,50.0,3.4,16.0,4.0,30
413,ID_5925,39.93322966,-85.56874865,"North Indian, Fast Food",20.0,50.0,,,,30
414,ID_2083,39.03276488,-85.12886634,"Cafe, Beverages, Fast Food, Desserts",25.0,50.0,3.5,158.0,44.0,65
415,ID_6296,39.42646212,-85.91138028,North Indian,15.0,50.0,3.4,18.0,8.0,30
416,ID_6954,39.54679475,-85.59328793,Chinese,35.0,50.0,3.9,81.0,47.0,65
417,ID_6678,39.14955724,-85.56511285,Lebanese,10.0,50.0,,,,30
418,ID_3146,39.61875048,-85.20241934,"Biryani, Chinese, North Indian",15.0,50.0,3.3,93.0,13.0,65
419,ID_1000,39.82935125,-85.24935128,"Bohri, Biryani",25.0,50.0,3.7,96.0,55.0,30
420,ID_7297,39.27147929,-85.60525292,Bakery,15.0,99.0,,,,45
421,ID_8522,39.36675035,-85.23385987,"Rolls, North Indian, Chinese",20.0,50.0,,,,30
422,ID_6738,39.86576254,-85.74516167,"South Indian, Beverages",10.0,50.0,3.3,1097.0,57.0,45
423,ID_5899,39.29453816,-85.84907132,North Indian,15.0,50.0,3.6,16.0,4.0,65
424,ID_607,39.37059017,-85.96779154,"Bakery, Fast Food",20.0,50.0,3.7,101.0,44.0,120
425,ID_7223,39.92119541,-85.30704761,Bakery,15.0,50.0,3.7,79.0,12.0,30
426,ID_869,39.94522397,-85.31642052,"Biryani, Mughlai",20.0,99.0,2.9,6.0,2.0,30
427,ID_3008,39.88105546,-85.92984764,"Continental, Beverages, Desserts, Fast Food",50.0,50.0,4.1,1552.0,855.0,30
428,ID_2533,39.13311977,-85.25612530000001,"North Indian, Fast Food",15.0,50.0,3.8,154.0,71.0,45
429,ID_3879,39.23981822,-85.07811563,"North Indian, Bengali, Chinese, Odia",20.0,50.0,2.6,19.0,11.0,30
430,ID_2851,39.22289214,-85.68428127,"Juices, Beverages",10.0,50.0,3.2,9.0,2.0,45
431,ID_6486,39.53035789,-85.47728175,"Fast Food, Beverages",5.0,50.0,,,,30
432,ID_1165,39.51568573,-85.77314586,"North Indian, Kebab, Biryani",50.0,99.0,4.2,671.0,301.0,65
433,ID_3372,39.32030352,-85.68452057,North Indian,10.0,50.0,,,,30
434,ID_3605,39.50842957,-85.97797143,Burger,15.0,50.0,3.4,40.0,17.0,30
435,ID_6627,39.46734408,-85.43679159,"Beverages, Fast Food",15.0,50.0,,,,30
436,ID_366,39.13359933,-85.95473437,"Fast Food, Street Food, Beverages",10.0,50.0,,,,30
437,ID_2739,39.00278669,-85.18899321,Bakery,10.0,50.0,,,,30
438,ID_203,39.42626848,-85.44322815,North Indian,10.0,50.0,3.3,20.0,11.0,30
439,ID_5893,39.59460351,-85.39355248,"North Indian, South Indian, Chinese, Desserts",20.0,50.0,2.8,11.0,5.0,30
440,ID_689,39.9428224,-85.84136003,"Pizza, Continental, Fast Food",20.0,50.0,3.3,22.0,10.0,30
441,ID_3492,39.8998896,-85.11988958,"Fast Food, Chinese",15.0,50.0,,,,30
442,ID_5947,39.76138884,-85.6568108,"Rolls, Lebanese",10.0,50.0,3.7,55.0,25.0,30
443,ID_8492,39.09908068,-85.66162347,"Cafe, Fast Food, Beverages",20.0,50.0,3.7,31.0,17.0,30
444,ID_2629,39.03932628,-85.23422162,"Fast Food, Pizza",15.0,50.0,3.0,73.0,28.0,45
445,ID_4398,39.66833578,-85.57446603,"Biryani, Mughlai, Kebab",10.0,50.0,,,,30
446,ID_1166,39.91571441,-85.84780694,North Indian,30.0,50.0,4.7,81.0,74.0,45
447,ID_4536,39.28820186,-85.81356728,"Beverages, Ice Cream",10.0,50.0,,,,30
448,ID_5873,39.28980582,-85.23831779999999,"North Indian, Afghan, Lebanese",20.0,50.0,3.3,17.0,4.0,30
449,ID_3644,39.55870194,-85.56901941,"Fast Food, Beverages",20.0,50.0,3.3,9.0,4.0,30
450,ID_6575,39.77017947,-85.88517071,"North Indian, Chinese, Mughlai",30.0,50.0,3.7,104.0,47.0,45
451,ID_241,39.11645132,-85.36356440000002,Fast Food,15.0,50.0,3.5,24.0,9.0,30
452,ID_2794,39.39043077,-85.63421423,"Beverages, Desserts, Ice Cream",20.0,50.0,4.0,53.0,42.0,20
453,ID_2996,39.0668056,-85.13472845,"South Indian, Chinese",10.0,50.0,3.4,9.0,1.0,30
454,ID_5393,39.9780283,-85.01435482,"South Indian, Continental, Fast Food",30.0,99.0,3.9,232.0,105.0,65
455,ID_8610,39.54908961,-85.95345859999999,"North Indian, Asian, Biryani, Chinese",40.0,50.0,4.0,648.0,305.0,30
456,ID_7170,39.44665151,-85.36399062,"European, Italian, Pizza, Fast Food",20.0,50.0,,,,30
457,ID_1487,39.10195326,-85.46425101,"Fast Food, Tea, Beverages",10.0,50.0,4.1,124.0,48.0,45
458,ID_5241,39.29739368,-85.57641099,"Fast Food, Italian, Chinese, Desserts, Beverages",20.0,50.0,3.7,228.0,94.0,45
459,ID_7014,39.71972716,-85.17352912,"Chinese, North Indian, Maharashtrian",25.0,50.0,3.3,47.0,23.0,30
460,ID_3325,39.08697114,-85.23504179999999,Chinese,15.0,50.0,3.8,140.0,36.0,30
461,ID_3541,39.10902547,-85.64487333,"Desserts, Ice Cream, Beverages",15.0,50.0,3.8,100.0,13.0,45
462,ID_2991,39.32779254,-85.92635364,South Indian,10.0,50.0,3.7,75.0,16.0,30
463,ID_5380,39.74152888,-85.78723962,"North Indian, Mithai, Fast Food, South Indian, Chinese",20.0,50.0,4.0,1169.0,336.0,30
464,ID_5817,39.00186589,-85.31951733,"Chinese, Momos",15.0,50.0,3.9,1450.0,307.0,45
465,ID_135,39.32989752,-85.64221478,"Ice Cream, Desserts",10.0,50.0,,,,30
466,ID_988,39.69766994,-85.02403081,"Chinese, North Indian, Mughlai",35.0,50.0,3.9,2768.0,1369.0,30
467,ID_91,39.75253271,-85.61961458,"Momos, Rolls",10.0,50.0,3.6,52.0,11.0,30
468,ID_515,39.15100396,-85.99750461,Fast Food,10.0,50.0,3.8,61.0,11.0,30
469,ID_5832,39.74732403,-85.83544904,"Chinese, South Indian, North Indian",20.0,50.0,3.6,92.0,49.0,30
470,ID_6588,39.15269541,-85.74593567,Fast Food,10.0,50.0,2.8,12.0,6.0,30
471,ID_7184,39.98344698,-85.57902722,"Fast Food, Healthy Food, Sandwich, Salad",20.0,50.0,3.7,132.0,52.0,30
472,ID_2879,39.53446522,-85.46489766,"South Indian, North Indian, Fast Food",20.0,50.0,3.7,182.0,107.0,45
473,ID_8450,39.01405909,-85.58538284,"Cafe, Desserts, Fast Food, Beverages",20.0,0.0,4.3,102.0,76.0,30
474,ID_2977,39.01590152,-85.25565273,South Indian,15.0,99.0,4.1,1008.0,245.0,45
475,ID_1867,39.74440993,-85.21275188,"North Indian, Chinese, Mughlai",30.0,50.0,3.6,179.0,95.0,45
476,ID_4581,39.29164645,-85.63110959,"North Indian, Chinese, Street Food, Fast Food",15.0,50.0,3.2,8.0,1.0,30
477,ID_8361,39.55971877,-85.91939457,"Chinese, Fast Food",20.0,50.0,3.4,66.0,4.0,30
478,ID_5383,39.74087926,-85.24530377,"Biryani, Mughlai, Chinese, Seafood",25.0,50.0,,,,30
479,ID_5778,39.13786355,-85.59336885,"South Indian, Fast Food, North Indian",20.0,50.0,3.7,68.0,26.0,30
480,ID_3930,39.67722933,-85.66417231,"Mithai, Street Food",10.0,50.0,,,,45
481,ID_4420,39.93992759,-85.93754721,"North Indian, Mughlai",10.0,50.0,3.4,14.0,8.0,30
482,ID_3163,39.86487359,-85.68518092,"South Indian, Fast Food, Desserts",15.0,50.0,3.8,892.0,70.0,45
483,ID_4691,39.36847464,-85.41778969,"North Indian, Chinese",20.0,50.0,,,,30
484,ID_4625,39.12401762,-85.20474703,"Fast Food, North Eastern, Momos",10.0,50.0,,,,30
485,ID_7344,39.25318087,-85.02435586,"Mughlai, North Indian, Rolls",20.0,50.0,3.9,189.0,124.0,45
486,ID_7678,39.97855579,-85.28522976,"Asian, Continental, North Indian",50.0,50.0,4.6,1507.0,1131.0,30
487,ID_694,39.98157687,-85.41092173,"Ice Cream, Desserts, Beverages",10.0,50.0,3.8,60.0,23.0,30
488,ID_6618,39.24288439,-85.05300459,"Beverages, Fast Food, Ice Cream",20.0,50.0,3.7,302.0,155.0,45
489,ID_3673,39.28697815,-85.54374147,Street Food,5.0,50.0,3.4,14.0,,30
490,ID_2937,39.85776571,-85.07737421,"Bakery, Desserts",20.0,50.0,3.6,28.0,11.0,30
491,ID_5633,39.64210778,-85.81052001,"Pizza, Fast Food",20.0,99.0,4.3,110.0,76.0,45
492,ID_5371,39.59431122,-85.79222268,"Mithai, North Indian",20.0,50.0,3.3,26.0,2.0,30
493,ID_7880,39.32353569,-85.85274234,"Cafe, Fast Food",30.0,50.0,3.9,95.0,53.0,45
494,ID_3913,39.71079298,-85.79164981,Mangalorean,15.0,50.0,3.5,10.0,,30
495,ID_4939,39.11448204,-85.48940588,"Fast Food, Italian, Chinese",15.0,99.0,3.4,256.0,90.0,65
496,ID_2682,39.80665123,-85.18201324,"North Indian, Chinese",10.0,50.0,3.4,15.0,7.0,30
497,ID_5683,39.91002683,-85.79548032,"Pizza, Fast Food",10.0,50.0,,,,30
498,ID_3548,39.38443841,-85.00800928,"Ice Cream, Desserts, Fast Food",15.0,50.0,4.2,542.0,366.0,30
499,ID_2772,39.57675111,-85.01117161,"Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",20.0,50.0,3.1,41.0,25.0,45
500,ID_4468,39.27717039,-85.89487872,"South Indian, Chinese",15.0,50.0,3.7,177.0,30.0,30
501,ID_2872,39.54902186,-85.27833497,"North Indian, Chinese",20.0,50.0,3.3,13.0,9.0,30
502,ID_4419,39.58859455,-85.1363988,"North Indian, Mughlai, Chinese, Biryani, Rolls",20.0,50.0,3.6,894.0,256.0,30
503,ID_6115,39.05692466,-85.97582985,"Biryani, North Indian, Chinese, Kebab",20.0,50.0,4.0,157.0,17.0,30
504,ID_7302,39.61031814,-85.83025872,"Finger Food, Salad, Continental, Italian, Sandwich",60.0,50.0,4.2,1392.0,739.0,45
505,ID_6249,39.9095399,-85.06010029,"Fast Food, Beverages",15.0,50.0,3.1,17.0,9.0,30
506,ID_566,39.93743433,-85.00556298,"Chinese, Biryani, North Indian",20.0,50.0,3.4,29.0,11.0,30
507,ID_99,39.68977671,-85.08826568,"South Indian, Street Food, Fast Food",10.0,50.0,3.8,101.0,38.0,30
508,ID_4625,39.22083016,-85.83152042,"Fast Food, North Eastern, Momos",10.0,50.0,,,,30
509,ID_6030,39.85025042,-85.89715639,"Street Food, Fast Food, Beverages",20.0,50.0,3.8,150.0,64.0,45
510,ID_4276,39.9326482,-85.97672509,"North Indian, Mughlai",80.0,50.0,4.0,646.0,351.0,45
511,ID_2976,39.66232598,-85.73861923,"South Indian, North Indian, Chinese",30.0,50.0,3.8,323.0,141.0,65
512,ID_2727,39.51798394,-85.44723384,"Chinese, Thai, Continental",15.0,99.0,3.8,56.0,15.0,30
